"SITE_DAY","REGION","SITE","PLOT","TREATMENT","SEASON","SPECIES","ABUNDANCE"
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",1,"FS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0.0625
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",2,"FW","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0.1875
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0.125
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0.25
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0.1875
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0
4,"POINT LOMA","SOUTH",4,"IS","Spring 2016","Gigartina corymbifera",0.1875
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",1,"IS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0.0625
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0.0625
5,"POINT LOMA","CENTRAL",2,"FW","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",3,"FS","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0.0625
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
5,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0.0625
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0.125
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",1,"FW","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0.0625
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",2,"FS","Spring 2016","Gigartina corymbifera",0.25
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0.1875
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",3,"IS","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0.125
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
6,"POINT LOMA","NORTH",4,"CONTROL","Spring 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",1,"FS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0.125
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",2,"FW","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0.25
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0.25
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0.125
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0
7,"POINT LOMA","SOUTH",4,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",1,"IS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0.125
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",2,"FW","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0.25
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0.375
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0.1875
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0.25
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0.125
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0.25
8,"POINT LOMA","CENTRAL",3,"FS","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0.0625
8,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0.3125
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0.25
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",1,"FS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0.3125
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0.25
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0.0625
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0.125
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0.125
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0.0625
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Gigartina corymbifera",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Gigartina corymbifera",0
